id	isolate	aliases	country	continent	region	state	species	year	source	detailed_source	collector	location	comments	bioproject_accession	biosample_accession	NCBI_assembly_accession	run_accession	sender	curator	date_entered	datestamp	BORR05565	clpA	clpX	nifS	pepX	pyrG	recG	rplB	uvrA	ST (MLST)
2504	25DVIIN2		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		45	33	231	36	36	38	30	38	902
2505	25DVIIN5		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		112	80	78	99	81	39	79	87	246
2506	25DVIIL3		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus larva feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		112	80	78	99	81	39	79	87	246
2507	25DVIIL4		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus larva feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		45	33	231	36	36	38	30	38	902
2508	25DVIIL11		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus larva feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		112	80	78	99	81	39	79	87	246
2509	12DVIN1		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Parus major	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		42	27	29	38	29	39	27	33	87
2510	145DIVN2		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		48	34	34	44	37	42	33	39	244
2511	145DIVN6		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		48	34	34	44	37	42	33	39	244
2512	18DVIN5		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus philomelos	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		42	27	29	38	29	39	27	33	87
2513	76DVIN4		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		46	76	29	43	34	40	31	37	743
2514	DNQ8		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Questing tick Ixodes ricinus	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		48	34	34	44	37	42	33	39	244
2515	DNQ100		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Questing tick Ixodes ricinus	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		40	25	26	36	33	34	25	31	172
2516	DNQ61		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Questing tick Ixodes ricinus	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		48	34	34	44	37	42	33	39	244
2517	5DIVN16		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		45	33	34	36	36	38	30	38	93
2518	12DIVN4		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		48	34	34	44	37	42	33	39	244
2519	101DIVN1		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		42	27	29	38	29	36	27	33	86
2520	10DVIN2		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Turdus merula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		45	33	34	36	36	38	30	38	93
2521	36DVIN1		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Erithacus rubecula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		45	33	231	36	36	38	30	38	902
2522	44DVIN1		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Ixodes ricinus nymph feeding on Erithacus rubecula	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		44	29	31	40	31	37	29	35	89
2523	DNQ9		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Questing tick Ixodes ricinus	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		130	93	93	118	114	54	98	50	903
2524	DNQ53		Slovakia	Europe	Drienovec		Borrelia garinii	2017	tick	Questing tick Ixodes ricinus	R. Václav	48.615562, 20.915193						55	2	2019-03-12	2019-03-12		130	93	93	118	114	54	98	50	903
2525	PotiBmfP147		Portugal	Europe	Mafra		Borrelia lusitaniae	2003	tick	Ixodes ricinus								9	2	2019-04-25	2019-04-25		31	19	19	25	18	25	20		
2526	PotiBmfP220		Portugal	Europe	Mafra		Borrelia lusitaniae	2003	tick	Ixodes ricinus								9	2	2019-04-25	2019-04-25		32	18	18	22	14	26	14		
2527	PotiBmfJ2		Portugal	Europe	Mafra		Borrelia lusitaniae	2001	tick	Ixodes ricinus								9	2	2019-04-25	2019-04-25		33	21	20	26	18	25	20		
2528	PotiBmfJ50		Portugal	Europe	Mafra		Borrelia lusitaniae	2003	tick	Ixodes ricinus								9	2	2019-04-25	2019-04-25		33	21	20	26	18	25	20		
2529	PotiBmfP364		Portugal	Europe	Mafra		Borrelia lusitaniae	2003	tick	Ixodes ricinus								9	2	2019-04-25	2019-04-25		34	22	21	27	19	25	21		
2530	170503G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		262	219	198	227	239	251	210	232	853
2531	171404G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		263	220	199	228	240	252	211	233	854
2532	171502G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		264	221	200	229	241	253	212	234	855
2533	171504G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		265	222	201	230	242	241	213	235	856
2534	171603G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		266	223	202	231	243	254	214	236	857
2535	171905G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		267	224	203	232	244	241	215	237	858
2536	172501G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		268	225	0	233	245	255	216	232	
2537	172601G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		269	226	204	234	246	256	217	237	859
2538	172702G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		270	227	0	235	247	257	218	238	
2539	172703G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		271	228	205	236	248	258	219	239	860
2540	173902G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		265	222	201	230	242	241	213	235	856
2541	173904G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		271	229	206	237	249	259	220	240	861
2542	173905G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		271	229	207	237	249	259	220	240	862
2543	174203G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		272	230	208	238	246	260	221	241	863
2544	174204G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		273	231	209	239	246	261	222	242	864
2545	174302G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		274	232	210	240	250	262	223	243	865
2546	174305G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		272	230	208	238	251	260	221	241	866
2547	174404G		Greece	Europe	Serres		Borrelia turcica	2017	tick		Dr. Gabriele Margos, Dr. Volker Fingerle							2	2	2019-05-07	2019-05-07		0	230	208	238	251	260	221	241	
2548	180101T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		275	233	211	241	252	252	224	244	867
2549	180201T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		276	234	212	242	250	263	225	245	868
2550	180301T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		277	235	213	232	253	264	226	246	869
2551	180501T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		278	236	214	243	254	265	227	238	870
2552	180601T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		279	237	0	227	255	251	210	232	
2553	180901T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		280	238	0	234	256	266	228	247	
2554	181001T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		276	239	215	244	257	267	229	248	871
2555	181101T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		268	240	216	245	258	268	230	249	872
2556	181201T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		281	241	217	246	259	269	231	250	873
2557	181501T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		282	242	213	232	253	270	226	246	874
2558	181601T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		283	235	218	247	0	271	232	251	
2559	181701T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		276	243	0	245	260	272	233	252	
2560	181801T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		284	244	219	248	261	273	234	253	875
2561	182001T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		285	245	210	249	262	274	235	254	876
2562	182101T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		286	246	220	250	246	275	236	255	877
2563	182201T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		287	247	210	251	246	276	237	256	878
2564	182301T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		288	248	221	245	263	277	238	257	879
2565	182401T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		270	249	0	235	247	257	218	238	
2566	182501T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		289	250	0	252	264	251	210	254	
2567	182701T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		290	251	222	253	265	277	239	232	880
2568	182801T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		268	240	223	254	266	278	240	249	881
2569	182901T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		291	239	224	255	267	279	241	248	882
2570	183101T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		292	252	225	243	229	280	242	258	883
2571	183301T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		276	253	226	256	268	281	243	259	884
2572	183401T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		278	254	227	257	269	282	244	254	885
2573	183501T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		266	255	228	236	229	283	245	260	886
2574	183601T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		292	252	225	243	229	280	242	258	883
2575	183701T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		268	256	229	258	239	284	246	232	887
2576	183801T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		293	240	223	254	258	268	247	249	888
2577	183901T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		291	239	224	259	267	279	241	248	889
2578	184001T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		286	246	220	250	246	275	236	255	877
2579	184101T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		269	257	230	260	246	285	248	256	890
2580	184301T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		271	258	205	236	248	258	219	239	891
2581	184501T		Turkey	Asia	Izmir		Borrelia turcica	2018	tick									2	2	2019-05-07	2019-05-07		289	257	230	261	246	285	249	238	892
2582	34 UA		Ukraine	Europe	L'viv, central park		Borrelia garinii	2015	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine	49.820338, 24.033977						55	2	2019-05-17	2019-05-17		112	80	78	99	81	39	79	87	246
2583	451 UA		Ukraine	Europe	L'viv, central park		Borrelia garinii	2017	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine / SAV, Slovak Republic	49.820338, 24.033977						55	2	2019-05-17	2019-05-17		42	27	29	38	29	80	27	33	175
2584	73 UA		Ukraine	Europe	Poltava, central park		Borrelia burgdorferi sensu stricto	2015	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine	49.620762, 34.557014						55	2	2019-05-17	2019-05-17		14	1	11	1	1	1	1	10	20
2585	575 UA		Ukraine	Europe	Kyiv, A.V. Fomin Botanical Garden		Borrelia burgdorferi sensu stricto	2016	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine / SAV, Slovak Republic	50.441521, 30.507316						55	2	2019-05-17	2019-05-17		14	1	11	1	168	1	1	10	904
2586	680 UA		Ukraine	Europe	Poltava, central park		Borrelia burgdorferi sensu stricto	2016	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine / SAV, Slovak Republic	49.620762, 34.557014						55	2	2019-05-17	2019-05-17		14	1	11	1	1	1	1	10	20
2587	454 UA		Ukraine	Europe	Kyiv, A.V. Fomin Botanical Garden		Borrelia afzelii	2015	tick	Ixodes ricinus questing adult / male	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine	50.441521, 30.507316						55	2	2019-05-17	2019-05-17		36	24	23	30	270	287	24	156	905
2588	465 UA		Ukraine	Europe	L'viv, central park		Borrelia afzelii	2017	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine / SAV, Slovak Republic	49.820338, 24.033977						55	2	2019-05-17	2019-05-17		38	24	25	32	90	110	24	80	906
2589	520 UA		Ukraine	Europe	L'viv, central park		Borrelia afzelii	2016	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine / SAV, Slovak Republic	49.820338, 24.033977						55	2	2019-05-17	2019-05-17		109	24	23	85	21	52	99	28	907
2590	611 UA		Ukraine	Europe	Rivne, central park		Borrelia afzelii	2016	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine / SAV, Slovak Republic	50.616204, 26.290411						55	2	2019-05-17	2019-05-17		36	24	23	31	272	91	23	30	908
2591	703 UA		Ukraine	Europe	Kyiv, M.M. Gryshko National Botanical Garden		Borrelia bavariensis	2015	tick	Ixodes ricinus questing adult / female	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine	50.415083, 30.557011						55	2	2019-05-17	2019-05-17		41	26	28	37	28	35	26	32	85
2592	463 UA		Ukraine	Europe	L'viv, central park		Borrelia bavariensis	2017	tick	Ixodes ricinus questing nymph	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine / SAV, Slovak Republic	49.820338, 24.033977						55	2	2019-05-17	2019-05-17		41	26	28	37	28	35	26	32	85
2593	505 UA		Ukraine	Europe	L'viv, central park		Borrelia bavariensis	2017	tick	Ixodes ricinus questing adult / female	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine /SAV, Slovak Republic	49.820338, 24.033977						55	2	2019-05-17	2019-05-17		41	26	28	37	28	35	26	32	85
2594	658 UA		Ukraine	Europe	Kyiv, M.M. Gryshko National Botanical Garden		Borrelia lusitaniae	2015	tick	Ixodes ricinus questing adult / female	Yuliya M. Didyk, Schmalhausen Institute of Zoology NAS of Ukraine	50.415083, 30.557011						55	2	2019-05-17	2019-05-17		101	148	20	27	18	25	20	262	909
2595	IP37		Brazil	South America	Ibitipoca National Park	Minas Gerais State	Borrelia sp.	2018	tick	Ixodes paranaensis female	Sebastián Muñoz Leal, Marcelo Bahia Labruna, Hermes Ribeiro Luz	-21.711389, -43.893611	ticks were collected inside a cave where swifts use to rest- Candidatus Borrelia ibitipocensis					56	2	2019-05-28	2025-10-22		297	259	232	262	271	286	251	263	910
2596	10827448		Spain	Europe	Cordoba area, Andalusia		Borrelia hispanica	2018	animal host	cat	Nikola Pantchev							57	2	2019-06-06	2019-06-06			210		263	273	288			
2597	VM531519		Spain	Europe	La Luisiana	Sevilla	Borrelia hispanica	2014	animal host	dog	Nikola Pantchev							57	2	2019-06-06	2019-06-06			210			274		206		
2598	C7E1_S29		UK [Scotland]	Europe		Urchany	Borrelia afzelii	1997	tick	Ixodes ricinus	Roger Evans	57.517776, -3.86502						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2599	CO24		UK [Scotland]	Europe		CambusOMay	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.07015, -2.98263						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2600	CR103		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		38	24	25	32	163	289	252	28	912
2601	CR147		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		38	24	25	32	163	289	252	28	912
2602	CR16		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2603	CR2		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2604	CR25		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2605	CR29		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2606	CR35		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2607	CR40		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2608	CR82		UK [Scotland]	Europe		Crannoch	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	57.06797, -3.00893						58	2	2019-07-23	2019-07-23		38	24	25	33	275	289	24	28	913
2609	E5E1_S25		UK [Scotland]	Europe		Urchany	Borrelia afzelii	1997	tick	Ixodes ricinus	Roger Evans	57.517776, -3.86502						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2610	F2		UK [Scotland]	Europe		Urchany	Borrelia afzelii	1997	tick	Ixodes ricinus	Roger Evans	57.517776, -3.86502						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2611	F8E1_S7		UK [Scotland]	Europe		Urchany	Borrelia afzelii	1997	tick	Ixodes ricinus	Roger Evans	57.517776, -3.86502						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2612	FA33		UK [Scotland]	Europe		Faskally	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	56.710018, -3.76583						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2613	FA48		UK [Scotland]	Europe		Faskally	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	56.710018, -3.76583						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2614	HE16		UK [Scotland]	Europe		Hermitage	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	56.55652, -3.61803						58	2	2019-07-23	2019-07-23		36	24	23	32	20	27	183	28	710
2615	HE43		UK [Scotland]	Europe		Hermitage	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	56.55652, -3.61803						58	2	2019-07-23	2019-07-23		36	24	23	32	20	27	183	28	710
2616	HE9		UK [Scotland]	Europe		Hermitage	Borrelia afzelii	2014	tick	Ixodes ricinus	Roman Biek	56.55652, -3.61803						58	2	2019-07-23	2019-07-23		36	24	23	32	20	27	183	28	710
2617	K8E1_S16		UK [Scotland]	Europe		Urchany	Borrelia afzelii	2013	tick	Ixodes ricinus	Roman Biek	57.517776, -3.86502						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2618	L29		UK [Scotland]	Europe		Urchany	Borrelia afzelii	2013	tick	Ixodes ricinus	Roman Biek	57.517776, -3.86502						58	2	2019-07-23	2019-07-23		36	82	23	32	96	289	23	28	914
2619	M50		UK [Scotland]	Europe		Urchany	Borrelia afzelii	2013	tick	Ixodes ricinus	Roman Biek	57.517776, -3.86502						58	2	2019-07-23	2019-07-23		37	24	24	31	22	289	23	28	911
2620	M7E1_S28		UK [Scotland]	Europe		Urchany	Borrelia afzelii	2013	tick	Ixodes ricinus	Roman Biek	57.517776, -3.86502						58	2	2019-07-23	2019-07-23		36	82	23	32	96	289	23	28	914
2621	CO69		UK [Scotland]	Europe		CambusOMay	Borrelia burgdorferi sensu stricto	2014	tick	Ixodes ricinus	Roman Biek	57.07015, -2.98263						58	2	2019-07-23	2019-07-23		15	9	12	8	1	290	8	264	916
